job_title,role_clean,seniority_clean,company_name_clean,company_rating,industry,sector,city,state,company_size_clean,company_founded_year,company_revenue,min_salary_usd,max_salary_usd,avg_salary_usd,salary_outlier,description_length,skill_Python,skill_SQL,skill_Excel,skill_Tableau,skill_Power_BI,skill_Spark,skill_Hadoop,skill_AWS,skill_Azure,skill_GCP,skill_Machine_Learning,skill_Deep_Learning,skill_TensorFlow,skill_PyTorch,skill_Java,skill_SAS,skill_Scala,skill_NLP,skill_Statistics,skill_Docker,skill_Kubernetes,skill_Git,skill_NoSQL,skill_ETL,skill_A/B_Testing,skill_R
Data Modeler,Other/Unspecified,Not specified,IT Concepts,4.7,IT Services,Information Technology,Landover,MD,51 to 200 employees,2003.0,$10 to $25 million (USD),79000,134000,106500.0,False,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst / Scientist,Analyst,Not specified,Scientific Research Corporation,4.2,IT Services,Information Technology,Patuxent River,MD,1001 to 5000 employees,1988.0,$100 to $500 million (USD),52000,93000,72500.0,False,2337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scientist,Other/Unspecified,Not specified,General Dynamics Information Technology,3.4,IT Services,Information Technology,Suitland,MD,10000+ employees,1996.0,$10+ billion (USD),55000,116000,85500.0,False,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,MITRE,3.2,Federal Agencies,Government,McLean,VA,5001 to 10000 employees,1958.0,$1 to $2 billion (USD),72000,123000,97500.0,False,5342,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,The Buffalo Group,3.9,IT Services,Information Technology,Fort Belvoir,VA,501 to 1000 employees,2010.0,$100 to $500 million (USD),74000,124000,99000.0,False,2588,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Analyst,Analyst,Not specified,DentaQuest,3.1,Insurance Carriers,Insurance,Milwaukee,WI,1001 to 5000 employees,2001.0,$2 to $5 billion (USD),40000,73000,56500.0,False,4203,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lead Data Scientist,Data Scientist,Senior,Redjack,4.1,IT Services,Information Technology,Silver Spring,MD,1 to 50 employees,2007.0,Unknown / Non-Applicable,102000,164000,133000.0,False,5467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,7Park Data,3.8,Research & Development,Business Services,New York,NY,51 to 200 employees,2012.0,Unknown / Non-Applicable,89000,153000,121000.0,False,3443,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Rapid Response Monitoring,4.7,Security Services,Business Services,Syracuse,NY,501 to 1000 employees,1992.0,Unknown / Non-Applicable,61000,110000,85500.0,False,3316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Data Scientist, Rice University",Data Scientist,Not specified,Trilogy Ed,4.3,Education Training Services,Education,Houston,TX,1001 to 5000 employees,2015.0,Unknown / Non-Applicable,65000,110000,87500.0,False,3717,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Senior Data Scientist,Data Scientist,Senior,Gallup,4.2,Consulting,Business Services,Washington,DC,1001 to 5000 employees,1935.0,Unknown / Non-Applicable,200000,275000,237500.0,True,3301,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,CapTech,3.9,IT Services,Information Technology,Charlotte,NC,1001 to 5000 employees,1997.0,$100 to $500 million (USD),68000,123000,95500.0,False,5483,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
Senior Data Scientist,Data Scientist,Senior,American Axle & Manufacturing,3.3,Transportation Equipment Manufacturing,Manufacturing,Southfield,MI,10000+ employees,1994.0,$5 to $10 billion (USD),80000,129000,104500.0,False,4753,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Financial Data Analyst,Analyst,Not specified,CentralReach,4.7,Computer Hardware & Software,Information Technology,Matawan,NJ,201 to 500 employees,2012.0,Unknown / Non-Applicable,41000,72000,56500.0,False,5609,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Analyst,Senior,Integrate,4.3,Enterprise Software & Network Solutions,Information Technology,Phoenix,AZ,201 to 500 employees,2010.0,$25 to $50 million (USD),39000,71000,55000.0,False,3209,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Other/Unspecified,Not specified,Boys Town Hospital,2.9,Health Care Services & Hospitals,Health Care,Omaha,NE,1001 to 5000 employees,1977.0,Unknown / Non-Applicable,38000,85000,61500.0,False,4917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Demandbase,4.5,Computer Hardware & Software,Information Technology,San Francisco,CA,201 to 500 employees,2006.0,$100 to $500 million (USD),121000,193000,157000.0,False,5139,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Sapphire Digital,3.4,Internet,Information Technology,Lyndhurst,NJ,201 to 500 employees,2019.0,Unknown / Non-Applicable,54000,102000,78000.0,False,2232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Data Scientist,Not specified,Formation,3.2,Enterprise Software & Network Solutions,Information Technology,San Francisco,CA,51 to 200 employees,2015.0,Unknown / Non-Applicable,102000,163000,132500.0,False,3158,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Autodesk,4.0,Computer Hardware & Software,Information Technology,San Francisco,CA,5001 to 10000 employees,1982.0,$2 to $5 billion (USD),76000,140000,108000.0,False,3443,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
Ag Data Scientist,Data Scientist,Not specified,Beck's Hybrids,4.6,Farm Support Services,Agriculture & Forestry,Atlanta,IN,501 to 1000 employees,1937.0,$50 to $100 million (USD),60000,101000,80500.0,False,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,DrFirst,2.8,Health Care Services & Hospitals,Health Care,Rockville,MD,201 to 500 employees,2000.0,Unknown / Non-Applicable,82000,133000,107500.0,False,3899,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Data Engineer,Data Engineer,Not specified,Object Partners,4.7,Consulting,Business Services,Minneapolis,MN,51 to 200 employees,1996.0,$25 to $50 million (USD),65000,125000,95000.0,False,2896,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Data Scientist II,Data Scientist,Not specified,L.A. Care Health Plan,3.0,Health Care Services & Hospitals,Health Care,Los Angeles,CA,1001 to 5000 employees,1997.0,Unknown / Non-Applicable,91000,148000,119500.0,False,3947,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Senior Data Engineer,Data Engineer,Senior,Red Ventures,3.2,Advertising & Marketing,Business Services,Charlotte,NC,1001 to 5000 employees,2000.0,$1 to $2 billion (USD),95000,173000,134000.0,False,2620,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Data Scientist,Data Scientist,Not specified,Quick Base,4.4,Enterprise Software & Network Solutions,Information Technology,Cambridge,MA,201 to 500 employees,1999.0,Unknown / Non-Applicable,77000,124000,100500.0,False,4188,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,The E.W. Scripps Company,3.5,TV Broadcast & Cable Networks,Media,Cincinnati,OH,1001 to 5000 employees,1878.0,$500 million to $1 billion (USD),80000,135000,107500.0,False,7231,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Data Engineer,Data Engineer,Not specified,Upside Business Travel,4.0,Internet,Information Technology,Washington,DC,51 to 200 employees,2015.0,Unknown / Non-Applicable,85000,159000,122000.0,False,4064,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Equity Residential,4.3,Real Estate,Real Estate,Chicago,IL,1001 to 5000 employees,1993.0,$2 to $5 billion (USD),80000,105000,92500.0,False,8175,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
Data Analyst,Analyst,Not specified,Synagro,2.3,Research & Development,Business Services,Baltimore,MD,501 to 1000 employees,1986.0,$100 to $500 million (USD),43000,81000,62000.0,False,1822,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Scientist,Other/Unspecified,Not specified,Alliance Source Testing,4.0,Architectural & Engineering Services,Business Services,Alabaster,AL,51 to 200 employees,2000.0,$25 to $50 million (USD),29000,50000,39500.0,False,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Accuride International,3.6,Industrial Manufacturing,Manufacturing,Santa Fe Springs,CA,1001 to 5000 employees,1966.0,$100 to $500 million (USD),82000,133000,107500.0,False,3987,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Data Analytics Manager,Manager,Not specified,Full Potential Solutions,3.8,Staffing & Outsourcing,Business Services,Kansas City,MO,501 to 1000 employees,2017.0,Unknown / Non-Applicable,26000,55000,40500.0,False,4154,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,Data Scientist,Senior,Visa Inc.,3.7,IT Services,Information Technology,Ashburn,VA,10000+ employees,1958.0,$10+ billion (USD),61000,118000,89500.0,False,5002,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Maven Wave Partners,4.4,Consulting,Business Services,Chicago,IL,201 to 500 employees,2008.0,$50 to $100 million (USD),60000,102000,81000.0,False,3154,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,Novetta,4.0,Enterprise Software & Network Solutions,Information Technology,Herndon,VA,501 to 1000 employees,2012.0,$100 to $500 million (USD),112000,182000,147000.0,False,3698,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,"First Command Financial Services, Inc.",3.2,Brokerage Services,Finance,Fort Worth,TX,1001 to 5000 employees,1958.0,$100 to $500 million (USD),64000,106000,85000.0,False,3991,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Associate Scientist,Other/Unspecified,Not specified,Pharmavite,2.9,Consumer Products Manufacturing,Manufacturing,Valencia,CA,1001 to 5000 employees,1971.0,$1 to $2 billion (USD),51000,112000,81500.0,False,5619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scientist 2, QC Viral Vector",Other/Unspecified,Not specified,BioMarin Pharmaceutical,3.8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Novato,CA,1001 to 5000 employees,1997.0,$500 million to $1 billion (USD),113000,223000,168000.0,False,6275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,ML Engineer,Not specified,Stratagem Group,4.3,Aerospace & Defense,Aerospace & Defense,Aurora,CO,1 to 50 employees,2007.0,Unknown / Non-Applicable,72000,129000,100500.0,False,3549,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Data Scientist/ML Engineer,Data Scientist,Not specified,PA Consulting,3.4,Consulting,Business Services,New York,NY,1001 to 5000 employees,1943.0,$100 to $500 million (USD),71000,123000,97000.0,False,7548,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
Data Engineer,Data Engineer,Not specified,Gridiron IT,5.0,IT Services,Information Technology,Tampa,FL,51 to 200 employees,2017.0,Unknown / Non-Applicable,120000,145000,132500.0,False,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Engineer,Data Engineer,Not specified,Productive Edge,4.3,Computer Hardware & Software,Information Technology,Chicago,IL,51 to 200 employees,2008.0,$10 to $25 million (USD),80000,120000,100000.0,False,3055,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Sr. Data Scientist,Data Scientist,Senior,Evolve Vacation Rental,3.7,Travel Agencies,Travel & Tourism,Denver,CO,201 to 500 employees,2011.0,Unknown / Non-Applicable,80000,130000,105000.0,False,3353,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer 4 - Contract,Data Engineer,Not specified,The Church of Jesus Christ of Latter-day Saints,4.2,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,,Unknown / Non-Applicable,59000,115000,87000.0,False,3066,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Analyst - Asset Management,Analyst,Not specified,Maximus Real Estate Partners,4.3,Real Estate,Real Estate,San Francisco,CA,51 to 200 employees,2013.0,Unknown / Non-Applicable,71000,136000,103500.0,False,1806,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Research Scientist - Embedded System Development for DevOps,Other/Unspecified,Senior,Software Engineering Institute,2.6,Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984.0,Unknown / Non-Applicable,81000,167000,124000.0,False,6130,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Data Scientist - Bioinformatics,Data Scientist,Not specified,PNNL,3.8,Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965.0,$500 million to $1 billion (USD),49000,85000,67000.0,False,6844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,AVANADE,3.9,IT Services,Information Technology,Washington,DC,10000+ employees,2000.0,$2 to $5 billion (USD),60000,114000,87000.0,False,3217,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Customer Data Scientist/Sales Engineer,Data Scientist,Not specified,h2o.ai,4.3,Enterprise Software & Network Solutions,Information Technology,Chicago,IL,201 to 500 employees,2011.0,Unknown / Non-Applicable,71000,204000,137500.0,False,3405,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Data Scientist,Senior,PatientPoint,3.8,Advertising & Marketing,Business Services,Cincinnati,OH,201 to 500 employees,1987.0,$100 to $500 million (USD),75000,125000,100000.0,False,5526,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MongoDB Data Engineer II,Data Engineer,Not specified,BlueCross BlueShield of Tennessee,3.8,Insurance Carriers,Insurance,Chattanooga,TN,5001 to 10000 employees,1945.0,$5 to $10 billion (USD),77000,136000,106500.0,False,5743,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Senior Data Scientist Statistics,Data Scientist,Senior,PNNL,3.8,Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965.0,$500 million to $1 billion (USD),74000,123000,98500.0,False,4904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Data Analyst,Analyst,Senior,KnowBe4,4.8,Security Services,Business Services,Clearwater,FL,501 to 1000 employees,2010.0,$100 to $500 million (USD),44000,78000,61000.0,False,2934,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Spark Engineer (Data Science),Other/Unspecified,Senior,KSM Consulting,4.4,Consulting,Business Services,Indianapolis,IN,51 to 200 employees,2008.0,Unknown / Non-Applicable,65000,148000,106500.0,False,4127,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Data Engineer,Data Engineer,Not specified,Cogo Labs,3.9,Internet,Information Technology,Cambridge,MA,51 to 200 employees,2005.0,Unknown / Non-Applicable,59000,110000,84500.0,False,2075,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
BI & Platform Analytics Manager,Manager,Not specified,Church & Dwight,3.4,Consumer Products Manufacturing,Manufacturing,Ewing,NJ,1001 to 5000 employees,1846.0,$2 to $5 billion (USD),85000,134000,109500.0,False,2962,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Data Scientist,Senior,MassMutual,3.6,Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851.0,$10+ billion (USD),124000,204000,164000.0,False,4414,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",Data Scientist,Senior,Genentech,3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,10000+ employees,1976.0,$10+ billion (USD),131000,207000,169000.0,False,7106,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,Juniper Networks,3.8,Telecommunications Services,Telecommunications,Cupertino,CA,5001 to 10000 employees,1996.0,$2 to $5 billion (USD),110000,174000,142000.0,False,2397,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Pricipal Scientist Molecular and cellular biologist,Other/Unspecified,Not specified,Takeda Pharmaceuticals,3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Boston,MA,10000+ employees,1781.0,$10+ billion (USD),52000,101000,76500.0,False,2468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist (Actuary, FSA or ASA)",Data Scientist,Not specified,Legal & General America,3.8,Insurance Carriers,Insurance,Frederick,MD,501 to 1000 employees,1981.0,$500 million to $1 billion (USD),81000,133000,107000.0,False,3010,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Staff Data Scientist,Data Scientist,Not specified,Western Digital,3.5,Computer Hardware & Software,Information Technology,San Jose,CA,10000+ employees,1970.0,$10+ billion (USD),132000,211000,171500.0,False,4486,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Data Engineer 5 - Contract (Remote),Data Engineer,Not specified,The Church of Jesus Christ of Latter-day Saints,4.2,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,,Unknown / Non-Applicable,74000,140000,107000.0,False,2617,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Senior Scientist - Neuroscience,Other/Unspecified,Senior,Sunovion,3.5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marlborough,MA,1001 to 5000 employees,2010.0,$1 to $2 billion (USD),100000,190000,145000.0,False,5391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Data Analyst,Analyst,Senior,National Student Clearinghouse,2.9,Colleges & Universities,Education,Herndon,VA,201 to 500 employees,1993.0,$25 to $50 million (USD),43000,80000,61500.0,False,5736,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medical Lab Scientist,Other/Unspecified,Not specified,Tower Health,3.6,Health Care Services & Hospitals,Health Care,West Reading,PA,5001 to 10000 employees,2017.0,Unknown / Non-Applicable,34000,48000,20500.0,False,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Risk and Analytics IT, Data Scientist",Data Scientist,Not specified,State of Wisconsin Investment Board,2.7,Investment Banking & Asset Management,Finance,Madison,WI,51 to 200 employees,1951.0,$50 to $100 million (USD),91000,149000,120000.0,False,6467,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Scientist, Analytical Development",Other/Unspecified,Not specified,Rubius Therapeutics,4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2013.0,$100 to $500 million (USD),42000,82000,62000.0,False,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,Autodesk,4.0,Computer Hardware & Software,Information Technology,San Francisco,CA,5001 to 10000 employees,1982.0,$2 to $5 billion (USD),116000,185000,150500.0,False,2525,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
Analytics Manager,Manager,Not specified,OneMagnify,4.3,Advertising & Marketing,Business Services,Dearborn,MI,201 to 500 employees,1967.0,Unknown / Non-Applicable,59000,116000,87500.0,False,1961,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Data Engineer,Data Engineer,Not specified,IZEA,4.2,Advertising & Marketing,Business Services,Winter Park,FL,51 to 200 employees,2006.0,$25 to $50 million (USD),48000,95000,71500.0,False,10051,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
Digital Marketing & ECommerce Data Analyst,Analyst,Not specified,Vionic Group,3.6,"Department, Clothing, & Shoe Stores",Retail,San Rafael,CA,51 to 200 employees,2006.0,$100 to $500 million (USD),31000,72000,51500.0,False,4353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sr. Scientist - Digital & Image Analysis/Computational Pathology,Other/Unspecified,Senior,Takeda Pharmaceuticals,3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Diego,CA,10000+ employees,1781.0,$10+ billion (USD),105000,198000,151500.0,False,5801,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Data Analyst,Analyst,Senior,Dodge Data & Analytics,2.8,IT Services,Information Technology,Hamilton,NJ,201 to 500 employees,2014.0,Unknown / Non-Applicable,55000,100000,77500.0,False,5894,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principal Scientist - Immunologist,Other/Unspecified,Senior,Takeda Pharmaceuticals,3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Boston,MA,10000+ employees,1781.0,$10+ billion (USD),98000,182000,140000.0,False,2309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,Plymouth Rock Assurance,3.3,Insurance Carriers,Insurance,Woodbridge,NJ,1001 to 5000 employees,1982.0,$10 to $25 million (USD),73000,124000,98500.0,False,3239,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Principal Data Scientist with over 10 years experience,Data Scientist,Senior,CA-One Tech Cloud,,IT Services,Information Technology,San Francisco,CA,51 to 200 employees,2017.0,$5 to $10 million (USD),200000,250000,225000.0,True,1632,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MED TECH/LAB SCIENTIST - LABORATORY,Other/Unspecified,Not specified,Beebe Healthcare,3.6,Health Care Services & Hospitals,Health Care,Lewes,DE,1001 to 5000 employees,1935.0,$100 to $500 million (USD),42000,68000,27500.0,False,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Scientist, Quantitative Translational Sciences",Other/Unspecified,Senior,Takeda Pharmaceuticals,3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Boston,MA,10000+ employees,1781.0,$10+ billion (USD),117000,206000,161500.0,False,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Scientist II,Data Scientist,Senior,Argo Group US,3.4,Insurance Carriers,Insurance,New York,NY,1001 to 5000 employees,1948.0,$1 to $2 billion (USD),111000,183000,147000.0,False,4835,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Excel / VBA / SQL Data Analyst,Analyst,Not specified,Associated Electric Cooperative,4.1,Energy,"Oil, Gas, Energy & Utilities",Springfield,MO,501 to 1000 employees,1961.0,$1 to $2 billion (USD),44000,78000,61000.0,False,2886,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Machine Learning Research Scientist,ML Engineer,Not specified,Software Engineering Institute,2.6,Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984.0,Unknown / Non-Applicable,81000,159000,120000.0,False,2808,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"VP, Data Science",Other/Unspecified,Not specified,PennyMac,3.2,Lending,Finance,Phoenix,AZ,1001 to 5000 employees,2008.0,$500 million to $1 billion (USD),83000,166000,124500.0,False,1925,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,Zest AI,3.9,Financial Analytics & Research,Finance,Burbank,CA,51 to 200 employees,2009.0,$50 to $100 million (USD),114000,182000,148000.0,False,2364,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radar Data Analyst,Analyst,Not specified,DECISIVE ANALYTICS Corporation,4.7,Aerospace & Defense,Aerospace & Defense,Huntsville,AL,51 to 200 employees,1996.0,$25 to $50 million (USD),42000,76000,59000.0,False,3088,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL Actuarial-Lead Data Scientist,Data Scientist,Senior,The Hanover Insurance Group,3.7,Insurance Carriers,Insurance,Worcester,MA,5001 to 10000 employees,1852.0,$5 to $10 billion (USD),114000,179000,146500.0,False,5123,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
